ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
c4392387b43a23d37d7180da6771bf3dc1077bed.3,"American consumers are mostly unfamiliar with the time needed to process {checks and} money orders, say consumer watchdogs. Government banking rules mandate that money from deposits become available within one to five days.",What should you not accept from someone seeking money in return ?,checks and,"Los consumidores estadounidenses no están familiarizados con el tiempo necesario para procesar {cheques y} giros, dicen los vigilantes de los consumidores. Las reglas bancarias del gobierno mandan que el dinero de los depósitos esté disponible dentro de uno a cinco días.",
bede26f4152244cc4a60c9e5df0591556fe8f67a.2,"(CNN) -- {Murder and rape} charges will be filed against a North Carolina man in the death of 5-year-old Shaniya Davis, police said Thursday.",What will he be charged ?,Murder and rape,"(CNN) -- Se presentarán cargos de {asesinato y violación} contra un hombre de Carolina del Norte por la muerte de Shaniya Davis, de 5 años, dijo la policía el jueves.",
4dcdc51af9f62b4e802df9587831fdea3eddbb8f.7,"Long Beach, California (CNN) -- Moments after marine explorer {Sylvia Earle} finished her passionate plea to preserve vast stretches of the world's oceans at last year's TED conference, a foundation executive walked up to her and pledged a million dollars for the cause.",The TED prize has gone to who ?,Sylvia Earle,"Long Beach, California (CNN) -- Momentos después de que la exploradora marina {Sylvia Earle} terminara su apasionada petición de preservar vastas extensiones de los océanos del mundo en la conferencia TED del año pasado, una ejecutiva de la fundación se acercó a ella y prometió un millón de dólares por la causa.",
63ff7f16fa8f40a0842f95547d2b30b9b368ce40.9,"(CNN) -- A body found in a wooded area Tuesday is believed to be that of {11-year-old} William McQuain, who went missing more than two weeks ago, Montgomery County, Maryland, police said.",What age is William McQuain ?,11-year-old,"(CNN) -- Un cuerpo encontrado en una zona boscosa el martes se cree que es el de William McQuain, de {11 años}, quien desapareció hace más de dos semanas, dijo la policía del condado de Montgomery, Maryland.",
b09075f9cf84037c0d16ccb4562881bf5649b6f3.6,"LONDON, England (CNN) -- Move over Susan Boyle. A week after the Scottish woman became a global sensation following a barnstorming audition on ""Britain's Got Talent,"" a {12-year-old Welsh boy} with a Motown voice has been hailed for his ""life-changing"" performance on the TV show after earning a standing ovation from Simon Cowell.",Who earned a standing ovation ?,12-year-old Welsh boy,"LONDRES, Inglaterra (CNN) -- Muévete sobre Susan Boyle. Una semana después de que la mujer escocesa se convirtiera en una sensación global después de una grandstorm en ""Britain's Got Talent"", un {chico galés de 12 años} con voz Motown ha sido aclamado por su actuación ""cambiante de vida"" en el programa de televisión después de ganar una ovación de pie de Simon Cowell.",
438e8eaa1c64cb59288f9954355d0100181d19a2.5,Bank notes are dropped from a small airplane Sunday to promote {Tung Desem Waringin's} new book.,who wanted to pull stunt over Jakarta ?,Tung Desem Waringin 's,Los billetes de banco se bajan de un pequeño avión el domingo para promover el nuevo libro de {Tung Desem Waringin}.,
26b39b59c665beba5e274570d2cbb4510548343b.5,"The firings, {which will be effective at the end of this school year}, came after the district said it failed to reach an agreement with the teachers' union on a plan for the teachers to spend more time with students to improve test scores.",When does it take effect ?,which will be effective at the end of this school year,"Los despidos, {que serán efectivos al final de este año escolar}, vinieron después de que el distrito dijo que no logró llegar a un acuerdo con el sindicato de maestros sobre un plan para que los maestros pasen más tiempo con los estudiantes para mejorar las puntuaciones de los exámenes.",
1bd29a919ffe8acf02580628a0c84d1084ba250a.4,"Humans are to blame because they attract the animals by {leaving out trash} or they frighten bear cubs, turning them into aggressive grown-ups, he said.",what is driving bears closer to humans ?,leaving out trash,"Los humanos tienen la culpa porque atraen a los animales al {dejar la basura} o asustan a los cachorros de oso, convirtiéndolos en adultos agresivos, dijo.",
90c9beec88f4baadd5ab1a61cfc3de8bed55c78e.4,"The outages were mostly {due to power lines downed by Saturday's winds, which toppled trees and utility polls}. Wind speeds reached 75 miles per hour at New York's JFK International Airport -- as strong as a Category 1 hurricane -- and 72 miles per hour in Atlantic City, New Jersey.",What causes the power outages ?,"due to power lines downed by Saturday 's winds , which toppled trees and utility polls","Los cortes {se debieron principalmente a las líneas eléctricas derribadas por los vientos del sábado, que derribaron árboles y encuestas de servicios públicos}. La velocidad del viento alcanzó 75 millas por hora en el Aeropuerto Internacional JFK de Nueva York -- tan fuerte como un huracán de categoría 1 -- y 72 millas por hora en Atlantic City, Nueva Jersey.","Queda en el medio «principalmente». Mala traducción: postes, no encuestas. "
a43b5fc3956c4dd61e721cd07792579fc0fd0731.6,"London, England (CNN) -- A number of Latin American countries have rushed to offer their support to {Argentina} in its long-running territorial dispute with Britain over the Falkland Islands.",who is UK at odds with ?,Argentina,"Londres, Inglaterra (CNN) - Varios países latinoamericanos se han apresurado a ofrecer su apoyo a la {Argentina} en su larga disputa territorial con Gran Bretaña por las Islas Malvinas.",
988b0e45ee70871c02e7abfa0720380537718d87.1,The {tuition increase} proposed by the board of regents would be phased in over a four-year period.,What did the university board of regents propose ?,tuition increase,{El aumento de matrícula} propuesto por la junta de regentes se introduciría gradualmente en un período de cuatro años.,
a22e705de584dbea1a8e8f3b02234c451a604028.6,Brown has joined the growing ranks of Americans who are bartering -- {trading goods and services without exchanging money} -- as a way to cope with tough economic times.,What does bartering involve ?,trading goods and services without exchanging money,Brown se ha unido a las crecientes filas de estadounidenses que están negociando -- {comerciando bienes y servicios sin intercambiar dinero} -- como una manera de hacer frente a tiempos económicos difíciles.,
deed60365bfbd7f23274346982306eb86fde457e.8,"{Intelligence sources} have confirmed to the Somali government that Saleh ali Saleh Nabhan was killed, Information Minister Dahir Mohamud Gelle said Tuesday.",Who says Saleh ali Saleh Nabhan has been killed ?,Intelligence sources,"{Fuentes de inteligencia} han confirmado al gobierno somalí que Saleh ali Saleh Nabhan fue asesinado, dijo el martes el Ministro de Información Dahir Mohamud Gelle.",
8a964d813e567ab0eb263329ecf203719862e547.7,"(CNN) -- {Organizers} of a tennis tournament in Dubai, criticized for banning an Israeli player, said Tuesday they were trying to protect the woman from anti-Israel protests.",who denied entry ?,Organizers,"(CNN) -- {Los organizadores} de un torneo de tenis en Dubai, criticados por prohibir a un jugador israelí, dijeron el martes que estaban tratando de proteger a la mujer de las protestas contra Israel.",
51e9b9f96d80e3d4b5c8419d443df36da07abafd.1,"The Dublin Archdiocese Commission of Investigation's 720-page report said that it has ""{no doubt that clerical child sexual abuse was covered up}"" from January 1975 to May 2004, the time covered by the report.",what does the report say,no doubt that clerical child sexual abuse was covered up,"El informe de 720 páginas de la Comisión de Investigación de la Arquidiócesis de Dublín dijo que ""{no hay duda de que el abuso sexual de niños en la oficina fue encubierto}"" de enero de 1975 a mayo de 2004, el tiempo cubierto por el informe.",Mala traducción: no es en la oficina sino por parte del clero. 
f05425f7ef8bfe0e0081b1b2b2c0299886c79ef3.6,"""{I am shaking ... People were screaming},"" passenger Jodi Gersh wrote in a Twitter post after evacuating.",What did the passenger tweet ?,I am shaking ... People were screaming,"""{Estoy temblando... la gente gritaba}"", escribió el pasajero Jodi Gersh en un post de Twitter después de evacuar.",
005670c4a85a3122965180585a88682692b8d1b9.3,"LRA forces attacked {at least 10 villages} from December 14 to 17, killing and abducting hundreds of civilians -- including women and children, according to Human Rights Watch.",What LRA forces attacked ?,at least 10 villages,"Las fuerzas del Ejército de Resistencia del Señor atacaron {al menos 10 aldeas} del 14 al 17 de diciembre, matando y secuestrando a cientos de civiles, entre ellos mujeres y niños, según Human Rights Watch.",
155983efb097fafd35af36fd6e42c19f907b24c1.9,"Michael Ratley will spend the rest of his life in jail, without parole, for {killing his wife with a hammer}.",What crime did Michael Ratley commit ?,killing his wife with a hammer,"Michael Ratley pasará el resto de su vida en la cárcel, sin libertad condicional, por {matar a su esposa con un martillo}.",
2cf94fcce5dc05a5856a2d3357c039a3419fe74a.1,The overall ${940 billion} plan is projected to extend insurance coverage to roughly 32 million additional Americans.,How much does the health care reform bill cost ?,940 billion,Se proyecta que el plan general de ${940 mil millones} extenderá la cobertura de seguros a aproximadamente 32 millones de estadounidenses adicionales.,
06786986a80b3b329f8cd309d160ade9f0aeb9d0.1,"On the face it, the answer should be simple. The world body -- {FIFA} -- has the word ""football"" in its title. End of story? Not quite.",where does the word football appear,FIFA,"A primera vista, la respuesta debe ser simple. El cuerpo mundial -- {FIFA} -- tiene la palabra ""fútbol"" en su título. ¿Fin de la historia? No del todo.",
0e57aa426b43ffcd96dad7d905c6b63b25ad6896.9,"The opener reached 284 off only 239 balls at stumps on Thursday -- the third-highest individual score in one day's play -- for his sixth double ton, a record for India, and is poised to become the first player to {complete three triple-centuries}.",What does the opener aim to become ?,complete three triple-centuries,"La apertura alcanzó 284 de descuento sólo 239 bolas en tocones el jueves - la tercera puntuación individual más alta en un día de juego - por su sexta tonelada doble, un récord para la India, y está a punto de convertirse en el primer jugador en {completar tres triples siglos}.",
