ID pregunta,Historia ingl�s,Pregunta ingl�s,Respuesta ingl�s,Historia espa�ol,
d9310b2306cea6a08e0faf3aff9fdbab740ec7c6.4,"{Lambert told Rolling Stone} he was worried coming out would ""be so sensationalized that it would overshadow what I was there to do, which was sing.""",What did he not want sensationalized ?,Lambert told Rolling Stone,"{Lambert le dijo a Rolling Stone} que estaba preocupado de que salir ""estar�a tan sensacionalizado que eclipsar�a lo que estaba all� para hacer, que era cantar"".",
1d77d0687a32e8147f87d0f97cb7224266036b56.8,"The United States has about 62,000 U.S. troops in the country, and NATO allies -- including Canada -- have another 35,000. The Pentagon is planning to add {6,000} troops by the end of the year.",How many troops are being send to Afghanistan this year ?,6000,"Estados Unidos tiene alrededor de 62.000 tropas estadounidenses en el pa�s, y los aliados de la OTAN, incluido Canad�, tienen otros 35.000.El Pent�gono planea a�adir {6.000} tropas para finales de a�o.",
5b05a49c585ab198d1703e2819b3199fb9b6147f.6,"Norwood has until {5 p.m.} Tuesday to request a recount, Garner said. He said if a recount is requested, it will begin Wednesday morning.",How long will Norwood have until Tuesday ?,5 p.m.,"Norwood tiene hasta las {5 de la tarde} del martes para solicitar un recuento, dijo Garner. Dijo que si se solicita un recuento, comenzar� el mi�rcoles por la ma�ana.",
5c3e169b5742ed764d83242b38f4f9188cdae1dd.1,"Asked at a party fund-raising event about the Democratic strategy for health care reform going forward, {Obama} said Democratic leaders in the House and Senate were working out differences in the separate health care bills passed by each chamber last year.",Who said that Senate are working out difference in two bills ?,Obama,"Al ser preguntado en un evento de recaudaci�n de fondos del partido acerca de la estrategia dem�crata para la reforma de la atenci�n m�dica en curso, {Obama} dijo que los l�deres dem�cratas en la C�mara de Representantes y el Senado estaban resolviendo diferencias en los proyectos de ley separados de atenci�n m�dica aprobados por cada c�mara el a�o pasado.",
83b9c86e913f7fe7743b1b961f186dd581f15c57.5,"U.S. military officials say Pyongyang seems to still be on {track} to launch the missile as early as Saturday, but one official told CNN that winds strong enough to delay a launch are predicted for Saturday in the area of the launch site, in northeastern North Korea.",Which countries participate in the so-called Six-Party Talks ?,track,"Los oficiales militares estadounidenses dicen que Pyongyang parece estar todav�a {en camino} de lanzar el misil ya el s�bado, pero un oficial dijo a CNN que se predice que los vientos lo suficientemente fuertes como para retrasar un lanzamiento para el s�bado en el �rea del sitio de lanzamiento, en el noreste de Corea del Norte.",La pregunta no parece coincidir con lo que se marca como respuesta. 
523c7856ad114c1a6d1f61970a4c1863048097e7.5,"(CNN) -- President Obama's proposed {spending freeze} could help him recapture the favor of centrist voters, but critics blast the move as nothing more than political posturing.",What could help put Obama back in the political center ?,spending freeze,"(CNN) -- {La congelaci�n de gastos} propuesta por el presidente Obama podr�a ayudarlo a recuperar el favor de los votantes centristas, pero los cr�ticos hacen estallar la medida como nada m�s que posturas pol�ticas.",
6102d1f00fa721590cafdac08d72e2f6747c1588.2,"The organization, which facilitates global cooperation among police agencies, said its Web site logged {30 times more} visitors than in an average day after it made its plea for the public's help Tuesday.",How many visitors has the Interpol website logged ?,30 times more,"La organizaci�n, que facilita la cooperaci�n global entre las agencias policiales, dijo que su sitio web registr� {30 veces m�s} visitantes que en un d�a promedio despu�s de hacer su petici�n por la ayuda del p�blico el martes.",
10cc62875edf1885dba9a53ca6a2410c60c544cb.2,"Muhammad's attorney said he will file an appeal with the U.S. Supreme Court, and will {ask the governor for clemency}.",What is his lawyer seeking ?,ask the governor for clemency,"El abogado de Muhammad dijo que presentar� una apelaci�n ante la Corte Suprema de los Estados Unidos, y {pedir� clemencia al gobernador}.",
0d029b3147a3875e0b7ddae8e65eb22377a7268f.6,"According to the U.S. Census Bureau, nearly {39 million} Americans over the age of 18 have a bachelor's degree. Considering that 281 million people live in the country, college graduates are still a small percentage of the population.",How many Americans have bachelor 's degrees ?,39 million,"Seg�n la Oficina del Censo de los Estados Unidos, casi {39 millones} de estadounidenses mayores de 18 a�os tienen un t�tulo de licenciatura. Teniendo en cuenta que 281 millones de personas viven en el pa�s, los graduados universitarios siguen siendo un peque�o porcentaje de la poblaci�n.",
a3852ae44ed3339f8838dbdc7d606d0a24df89a0.1,"(PEOPLE.com) -- Demi Moore and Ashton Kutcher announced their split on Thursday, but {tensions} have been building for some time.",What has been building between the pair for a long time ?,tensions,"(PEOPLE.com) -- Demi Moore y Ashton Kutcher anunciaron su divisi�n el jueves, pero {las tensiones} han estado aumentando durante alg�n tiempo.",
42be47d5986a9a55b413eb57359d2d8c51b59024.1,"In what the family considers one such attempt, their house was set on fire in 1992. That led the {father to send} his family to Russia and then to the United States, Arthur Mkoyan said.",The family says they left Armenia in 1992 fearing for their lives,father to send,"En lo que la familia considera un intento de este tipo, su casa fue incendiada en 1992, lo que llev� {al padre a enviar} a su familia a Rusia y luego a los Estados Unidos, dijo Arthur Mkoyan.",No parece haber pregunta. 
c487fb83fd889e2cd3b3d2244ba152e030bcc0f9.8,"LONDON, England (CNN) -- {London's subway system} was engulfed by thousands of revelers Saturday night, marking the introduction of an alcohol ban on the mass transit network.",Where was alcohol ban,London 's subway system,"LONDRES, Inglaterra (CNN) -- {El sistema de metro de Londres} fue envuelto por miles de juergas el s�bado por la noche, marcando la introducci�n de una prohibici�n del alcohol en la red de transporte masivo.","Mala traducci�n. El metro estuvo saturado por miles de personas de juerga, por ejemplo.   "
571b18757fe9d74f9df0220b4c875b9d9fe4c9a8.8,{The Hopenhagen Web site} will be the center of an open source campaign where the public can send messages to the delegates of the UN summit meeting as well as raise awareness and debate issues.,who launches awareness campaign ?,The Hopenhagen Web site,"{El sitio Web de Hopenhagen} ser� el centro de una campa�a de c�digo abierto en la que el p�blico podr� enviar mensajes a los delegados de la cumbre de las Naciones Unidas, as� como crear conciencia y debatir temas.",
c62266f2fffbd67a3a371fab3452b3e130a9331e.8,"(CNN) -- A Navy training jet crashed in a north Georgia forest on Monday, killing at least three people aboard and setting more than {10} acres of woodland ablaze, local and federal authorities said.",How many acres were set ablaze ?,10,"(CNN) -- Un avi�n de entrenamiento de la Marina se estrell� en un bosque del norte de Georgia el lunes, matando al menos a tres personas a bordo y encendiendo m�s de {10} acres de bosque, dijeron las autoridades locales y federales.",
786d56f09dae2902696b680395353986051a1139.1,"The IOC barred Iraq from participating in the Olympic Summer Games in Beijing, China, citing what it said was {government interference with Iraq's Olympic movement}. The IOC's charter does not allow political interference.",What was the reason IOC ban Iraqi athletes ?,government interference with Iraq 's Olympic movement,"El COI prohibi� a Irak participar en los Juegos Ol�mpicos de Verano en Beijing, China, citando lo que dijo fue {la interferencia del gobierno en el movimiento ol�mpico de Irak}.",
5f73a2930245edaff1faa363b011355f3c7264b8.5,"(CNN) -- Chastity Bono, gay-rights activist and child of performer Cher and the late entertainer and politician Sonny Bono, is in the early stages of transitioning from a female to a male and will be known as {Chaz}, his spokesman said Thursday.",what will chastity be known as,Chaz,"(CNN) -- Chastity Bono, activista de los derechos de los gays e hijo del artista Cher y el difunto artista y pol�tico Sonny Bono, est� en las primeras etapas de la transici�n de una mujer a un hombre y ser� conocido como {Chaz}, dijo su portavoz el jueves.",
6d27a58feab98e26a8b470812647ccb90359716d.6,"In a letter to President Obama, Brewer asked that {the National Guard reallocate reconnaissance helicopters and robotic surveillance craft} to the ""border states"" to prevent illegal immigration. The governor also requested the deployment of unmanned drones, including possibly the Predator drones used in Iraq and Afghanistan. In fact, in her letter, Brewer even mentioned those foreign wars as examples of where the drones have been effective.",What has Arizona asked ?,the National Guard reallocate reconnaissance helicopters and robotic surveillance craft,"En una carta al presidente Obama, Brewer pidi� que {la Guardia Nacional reasigne helic�pteros de reconocimiento y naves de vigilancia rob�tica} a los ""estados fronterizos"" para prevenir la inmigraci�n ilegal.La gobernadora tambi�n solicit� el despliegue de drones no tripulados, incluyendo posiblemente los drones Predator usados en Irak y Afganist�n. De hecho, en su carta, Brewer incluso mencion� esas guerras extranjeras como ejemplos de donde los drones han sido efectivos.",
f1ed66fecd9f0bfd0d8aa3d0f1f32a86674f4589.4,"Hammond was asked by his predecessor, Liam Fox, to confirm if a ""{full range of multilayered defense and deterrents}"" would be on hand, including surface-to-air missiles.",What is available to protect London 2012 ?,full range of multilayered defense and deterrents,"Hammond fue pedido por su predecesor, Liam Fox, para confirmar si un ""{total de defensa multicapa y disuasorios}"" estar�a a la mano, incluyendo misiles tierra-aire.",
fa091e2cce74ae82713b5fa362b1efbd4dc78c70.5,"""Sportsmen are human beings, and they cannot hide their feelings. They have all the right in the world to express their opinions in areas that question {human rights}. I am sure that all Palestinian children, who love Spanish football, will be moved by this gesture.""",What was the main question ?,human rights,"""Los deportistas son seres humanos, y no pueden ocultar sus sentimientos. Tienen todo el derecho en el mundo a expresar sus opiniones en �reas que cuestionan {los derechos humanos}. Estoy seguro de que todos los ni�os palestinos, que aman el f�tbol espa�ol, se sentir�n conmovidos por este gesto"".",
cfbdfbc5000d1735d967f4506e8fd96a583984a8.7,"For the answer, I look back upon the philosophy by which my mother, {Mieke Frankenberg}, led her life, through both its brightest and darkest hours. Her philosophy originated during World War II through her experiences as a prisoner of war in a Japanese concentration camp in Indonesia. She had lived in that country with an abusive husband, whom she left before the war broke out and the Japanese captured her.",Who formed Jane Seymour 's philosophy ?,Mieke Frankenberg,"Para la respuesta, miro hacia atr�s la filosof�a por la cual mi madre, {Mieke Frankenberg}, llev� su vida, a trav�s de sus horas m�s brillantes y oscuras. Su filosof�a se origin� durante la Segunda Guerra Mundial a trav�s de sus experiencias como prisionera de guerra en un campo de concentraci�n japon�s en Indonesia. Ella hab�a vivido en ese pa�s con un marido abusivo, a quien dej� antes de que estallara la guerra y los japoneses la capturaron.",
